"stableKey","sourceField","sourceToken","sourceSemanticFacts","existingCanonicalFactsBefore","canonicalFactsAfter","lostFacts","unsupportedNewFacts","duplicatedFacts","informationStatus"
"ex_64661229","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=BILATERAL;fatigue=KNEE_CONTROL_LOAD|KNEE_STABILITY_STRESS|LOCAL_MUSCLE|LOW_FATIGUE_REHAB|LOW_LOAD_PREHAB_CONTROL_STRESS|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUADRICEPS_ISOMETRIC_LOAD|SYSTEMIC;muscles=BACK|CORE|DEEP_CORE|GLUTE|QUADRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=HIGH","removedAxes=LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_6466fe77","legacy derived badminton transfer inference","forceType=PULL;plane=FRONTAL;laterality=BILATERAL;fatigue=BICEPS_LOAD|BICEPS_TENDON_STRESS|BODYWEIGHT_LOAD|CORE_BRACING_LOAD|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_LOAD|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|SCAPULAR_CONTROL_LOAD|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|VERTICAL_PULL_STRESS;muscles=BACK|BICEPS|CHEST|CORE|DEEP_CORE|FOREARM|LAT;roles=GENERAL_STRENGTH_SUPPORTIVE|GRIP_FOREARM;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LATERAL_MOVEMENT|RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LATERAL_MOVEMENT|RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_681d9ed2","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=SAGITTAL;laterality=BILATERAL;fatigue=CARDIO_CONDITIONING_STRESS|GENERAL_CONDITIONING|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|PACING_LOAD|REPETITIVE_LOCOMOTION_IMPACT|SYSTEMIC|SYSTEMIC_CONDITIONING_LOAD;muscles=CALF|CORE|HAMSTRING|QUADRICEPS;roles=CONDITIONING|GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY|RECOVERY_STEP","axes=AEROBIC_FOOTWORK|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=CONDITIONING|FOOTWORK;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=AEROBIC_FOOTWORK|LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=CONDITIONING|FOOTWORK","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_681eed4a","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=SAGITTAL;laterality=BILATERAL;fatigue=CARDIO_CONDITIONING_STRESS|GENERAL_CONDITIONING|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|PACING_LOAD|REPETITIVE_LOCOMOTION_IMPACT|SYSTEMIC|SYSTEMIC_CONDITIONING_LOAD;muscles=CALF|CORE|HAMSTRING|QUADRICEPS;roles=CONDITIONING|GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY|RECOVERY_STEP","axes=AEROBIC_FOOTWORK|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=CONDITIONING|FOOTWORK;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=AEROBIC_FOOTWORK|LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=CONDITIONING|FOOTWORK","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_69a56484","legacy derived badminton transfer inference","forceType=SQUAT;plane=FRONTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|HIP_STABILITY_LOAD|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUADRICEPS_LOAD|SYSTEMIC|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CORE|GLUTE;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_6a966452","legacy derived badminton transfer inference","forceType=PULL;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=BICEPS_LOAD|BICEPS_TENDON_STRESS|ELBOW_JOINT_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_LOAD|HORIZONTAL_ROW_STRESS|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|REAR_DELTOID_LOAD|SCAPULAR_STABILITY_LOAD|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|UPPER_BACK_LOAD;muscles=BACK|BICEPS|CHEST|CORE|LAT|REAR_DELT|RHOMBOID;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=;fatigueCost=HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=HIGH","removedAxes=RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_704cbf1a","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|HIP_STABILITY_LOAD|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUADRICEPS_LOAD|SYSTEMIC|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CALF|CORE|DEEP_CORE|GLUTE|HAMSTRING|QUADRICEPS;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_708e64ce","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=ANTERIOR_SHOULDER_LOAD|ANTI_ROTATION|CHEST_LOAD|CORE_BRACING_LOAD|ISOLATION_ACCESSORY_STRESS|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC;muscles=BACK|CHEST|CORE|DEEP_CORE|LAT|SCAPULAR_STABILIZERS;roles=ANTI_ROTATION_STABILITY;skills=;qualities=","axes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;objectives=;fatigueCost=MEDIUM","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_70f19bf","legacy derived badminton transfer inference","forceType=BRACE;plane=FRONTAL;laterality=UNILATERAL;fatigue=ANTI_ROTATION|ISOLATION_ACCESSORY_STRESS|LATERAL_DELTOID_LOCAL_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC;muscles=CORE|LATERAL_DELTOID|OBLIQUE|ROTATOR_CUFF|TRAPEZIUS;roles=ANTI_ROTATION_STABILITY|GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_721f7b5b","legacy derived badminton transfer inference","forceType=HINGE;plane=SAGITTAL;laterality=BILATERAL;fatigue=CORE_BRACING_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|HAMSTRING_TENDON_STRESS|HINGE_POSTERIOR_CHAIN_STRESS|HIP_CONTROL_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|SYSTEMIC;muscles=CORE|DEEP_CORE|GLUTE|HAMSTRING;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=UNILATERAL_STABILITY;objectives=;fatigueCost=VERY_HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_728da646","legacy derived badminton transfer inference","forceType=DECELERATE;plane=FRONTAL;laterality=BILATERAL;fatigue=DECELERATION|ELASTIC_SSC|GLUTE_MED_LOCAL_LOAD|GLUTE_MED_TENDON_STRESS|HIP_ABDUCTION_LOAD|HIP_PELVIS_STABILITY_STRESS|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|SYSTEMIC;muscles=CORE|GLUTE|GLUTE_MEDIUS;roles=JUMP_LANDING|LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|JUMP_LANDING|LOWER_BODY_FORCE|RECOVERY_STEP|SINGLE_LEG_STABILITY","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|FOOTWORK|JUMP_LANDING;fatigueCost=HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=FOOTWORK|JUMP_LANDING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_72f11dc5","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=FOREARM_EXTENSOR_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC|WRIST_CONTROL_LOAD|WRIST_STABILITY_STRESS;muscles=BACK|CORE|FOREARM|GRIP;roles=GRIP_FOREARM|GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=SUPPORTIVE;types=GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=RACKET_SUPPORT;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_73b0b63f","legacy derived badminton transfer inference","forceType=PUSH;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=BODYWEIGHT_PUSH_STRESS|CORE_BRACING_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|PECTORAL_LOAD|PECTORAL_TENDON_STRESS|SHOULDER_CONTROL_LOAD|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CHEST|CORE|DEEP_CORE|TRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SHOULDER_DURABILITY","axes=UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_7404067c","legacy derived badminton transfer inference","forceType=HINGE;plane=SAGITTAL;laterality=BILATERAL;fatigue=BALLISTIC_POWER_STRESS|CORE_BRACING_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|HAMSTRING_TENDON_STRESS|HIP_CONTROL_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|NEURAL_LOAD|NEURAL_SPEED|SYSTEMIC;muscles=CORE|DEEP_CORE;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=ACCELERATION|DECELERATION|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY","axes=DECELERATION_LANDING|LATERAL_MOVEMENT;objectives=ACCELERATION|DECELERATION;fatigueCost=HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=ACCELERATION|DECELERATION|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|REACTIVE_AGILITY","axes=DECELERATION_LANDING;objectives=ACCELERATION|DECELERATION;fatigueCost=HIGH","removedAxes=LATERAL_MOVEMENT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_74c2d13b","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=BILATERAL;fatigue=CARDIO_CONDITIONING_STRESS|GENERAL_CONDITIONING|LOCAL_MUSCLE|NEURAL_HEAVY|PACING_LOAD|REPETITIVE_LOCOMOTION_IMPACT|SYSTEMIC|SYSTEMIC_CONDITIONING_LOAD;muscles=CALF|CORE|HAMSTRING|QUADRICEPS;roles=GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY","axes=AEROBIC_FOOTWORK|UNILATERAL_STABILITY;objectives=;fatigueCost=HIGH","level=GENERAL;types=GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY","axes=;objectives=;fatigueCost=HIGH","removedAxes=AEROBIC_FOOTWORK|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_752b45ae","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|BADMINTON_DIRECT_TRANSFER|BADMINTON_MULTI_SHUTTLE|BADMINTON_RALLY|COURT_DECELERATION_IMPACT|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DECELERATION_LOAD|DECISION_MAKING_LOAD|ELASTIC_SSC|ELASTIC_SSC_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|PATELLAR_TENDON_STRESS|REACTION_LOAD|SYSTEMIC|VISUAL_TRACKING_LOAD;muscles=CORE|DEEP_CORE;roles=CHANGE_OF_DIRECTION_DIRECT|CONDITIONING|DECELERATION|FOOTWORK|FOOTWORK_DIRECT|RALLY_CONDITIONING_DIRECT|REACTION;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|SPLIT_STEP;qualities=ANAEROBIC_REPEATABILITY|ANKLE_STIFFNESS|DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|REACTIVE_AGILITY|RECOVERY_STEP|SINGLE_LEG_STABILITY","axes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|CONDITIONING|DECELERATION|FOOTWORK|REACTION;fatigueCost=HIGH","level=DIRECT;types=CHANGE_OF_DIRECTION_DIRECT|FOOTWORK_DIRECT|RALLY_CONDITIONING_DIRECT;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|MULTI_SHUTTLE_ENDURANCE|RALLY_TOLERANCE|SPLIT_STEP;qualities=ANAEROBIC_REPEATABILITY|ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY|SINGLE_LEG_STABILITY","axes=DECELERATION_LANDING|LATERAL_MOVEMENT;objectives=DECELERATION|FOOTWORK;fatigueCost=HIGH","removedAxes=AEROBIC_FOOTWORK|UNILATERAL_STABILITY;removedObjectives=ACCELERATION|CONDITIONING|REACTION","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_767e188e","legacy derived badminton transfer inference","forceType=PUSH;plane=SAGITTAL;laterality=BILATERAL;fatigue=DELTOID_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_PUSH_STRESS|OVERHEAD_REPETITION|OVERHEAD_REPETITION_LOAD|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CORE|LATERAL_DELTOID|OBLIQUE|ROTATOR_CUFF|SHOULDER|TRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_7814843a","legacy derived badminton transfer inference","forceType=PUSH;plane=SAGITTAL;laterality=UNILATERAL;fatigue=DELTOID_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_PUSH_STRESS|OVERHEAD_REPETITION|OVERHEAD_REPETITION_LOAD|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CORE|DEEP_CORE|LATERAL_DELTOID|SHOULDER|TRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_79f3bdbe","legacy derived badminton transfer inference","forceType=PUSH;plane=SAGITTAL;laterality=BILATERAL;fatigue=DELTOID_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_PUSH_STRESS|OVERHEAD_REPETITION|OVERHEAD_REPETITION_LOAD|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CORE|DEEP_CORE|LATERAL_DELTOID|SHOULDER|TRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=VERY_HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_7ce96a7a","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|HIP_CONTROL_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_VALGUS_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUAD_LOAD|SINGLE_LEG_STABILITY_LOAD|SYSTEMIC|UNILATERAL_CONTROL_LOAD|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CORE|DEEP_CORE|GLUTE|HAMSTRING|HIP_ADDUCTOR|QUADRICEPS;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=VERY_HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=VERY_HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_7deabeba","legacy derived badminton transfer inference","forceType=BRACE;plane=TRANSVERSE;laterality=BILATERAL;fatigue=ANTI_ROTATION|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|POSTERIOR_DELTOID_LOCAL_LOAD|ROTATOR_CUFF_TENDON_STRESS|SCAPULAR_RETRACTION_LOAD|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC;muscles=CORE|OBLIQUE|REAR_DELT|RHOMBOID|ROTATOR_CUFF|SHOULDER;roles=ANTI_ROTATION_STABILITY|GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=HIGH","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
