stableKey,name,category,detail1,detail2,mode,description,defaultRestSeconds,familyId,familyName,familyRole,familyE1rmMultiplier,movementPattern,movementCategory,primaryMuscles,secondaryMuscles,equipment,equipmentTags,compoundType,forceType,bodyRegion,plane,laterality,axialLoadLevel,stabilityRoles,sportTransferDirect,sportTransferSupportive,badmintonTransferRoles,fatigueCategories,adaptiveBaselineGroups,accessoryRoles,loadProfile,recoveryDecayProfile,systemicLoadWeight,neuralHeavyWeight,neuralSpeedWeight,localLoadWeight,decelerationWeight,elasticSscWeight,rotationPowerWeight,antiRotationWeight,overheadSwingWeight,gripLoadWeight,progressMetricType,strengthProgressionGroup,hypertrophyVolumeGroup,mainLiftGroup,accessoryContributionGroup,estimated1RmEligible,volumeLoadEligible,badmintonTransferStrength,courtMovementTypes,badmintonSkillTargets,jointStressTags,stabilityDemandLevel,mobilityDemandLevel,balanceContributionTags,analysisEligibility,activityKind,planningEligibility,metadataConfidence,imageAssetName,isActive,archivedAt,isCustom,needsReview
ex_b076570e,원암 케이블 래터럴 레이즈,근력운동,측면삼각근,상부승모근/회전근개,"케이블, 한팔 무게*횟수",한 팔씩 케이블을 옆으로 든다. 어깨가 올라가지 않게 하고 좌우 측면삼각근 차이를 따로 기록한다.,60,원암_케이블_래터럴_레이즈,원암 케이블 래터럴 레이즈,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"TRAPEZIUS,LATERAL_DELTOID,SHOULDER,ROTATOR_CUFF,OBLIQUE",CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,FRONTAL,UNILATERAL,NONE,"ANTI_ROTATION,ROTATOR_CUFF_CONTROL",,"COD_SUPPORT,SHOULDER_STABILITY_SUPPORT,ROTATOR_CUFF_SUPPORT","ANTI_ROTATION_STABILITY,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,ANTI_ROTATION","SHOULDER_ACCESSORY,SHOULDER_ISOLATION,ARM_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0,VOLUME_LOAD,CORE,SHOULDERS,NONE,SHOULDER_CARE,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,SHOULDER_DURABILITY",SHOULDER,HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER,SHOULDER_CARE","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_b3f447be,행잉 레그 레이즈,근력운동,복직근/고관절굴곡근,전완근/광배근,"철봉, 횟수",철봉에 매달려 다리를 들어 올린다. 골반을 말아 올리는 느낌으로 코어를 쓰고 흔들림을 줄인다.,60,행잉_레그_레이즈,행잉 레그 레이즈,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"LAT,FOREARM,CORE",DEEP_CORE,PULLUP_BAR,PULLUP_BAR,HYBRID,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY,PELVIC_STABILITY",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT","ANTI_ROTATION_STABILITY,GRIP_FOREARM","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,GRIP_FOREARM","GRIP_FOREARM,ANTI_ROTATION","SHOULDER_ACCESSORY,ARM_ACCESSORY,BACK_ACCESSORY,LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0.75,VOLUME_LOAD,CORE,BACK,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,GRIP_ENDURANCE",WRIST,HIGH,LOW,"ANTI_ROTATION,GRIP_FOREARM","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_b4b198de,래터럴 런지,근력운동,내전근/둔근/대퇴사두근,햄스트링/코어,"덤벨 또는 맨몸, 무게*횟수",옆으로 크게 디뎌 한쪽 다리를 접고 반대쪽은 길게 편다. 사이드 스텝과 측면 감속 능력 보강에 좋다.,75,lunge,lunge,PRIMARY,1,SQUAT,STRENGTH,"QUADRICEPS,HAMSTRING,GLUTE,HIP_ADDUCTOR,CORE",DEEP_CORE,"DUMBBELL,TRX_RING,BODYWEIGHT","DUMBBELL,TRX_RING,BODYWEIGHT",COMPOUND,SQUAT,LOWER,FRONTAL,UNILATERAL,MODERATE,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY",,"DECELERATION_SUPPORT,COD_SUPPORT,HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","LEG_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,QUADS,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",HIGH,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,UNILATERAL_LOWER,HIP_STABILITY,KNEE_CONTROL","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_b59bed7d,스탠딩 레그 컬,근력운동,햄스트링,종아리/무릎안정근,"머신, 한발 무게*횟수",서서 한쪽 무릎을 굽혀 햄스트링을 수축한다. 좌우 햄스트링 힘 차이를 따로 보기 쉽다.,60,스탠딩_레그_컬,스탠딩 레그 컬,PRIMARY,1,ISOLATION,HYPERTROPHY,"HAMSTRING,CALF",CORE,"MACHINE,TRX_RING","MACHINE,TRX_RING",ISOLATION,BRACE,LOWER,SAGITTAL,UNILATERAL,NONE,"KNEE_CONTROL,ANKLE_STABILITY,SINGLE_LEG_STABILITY",,ANKLE_SSC_SUPPORT,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE",HINGE,"ARM_ACCESSORY,BICEPS_ACCESSORY,LEG_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",SINGLE_LEG_BALANCE_DEMAND,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0,VOLUME_LOAD,NONE,POSTERIOR_CHAIN,NONE,NONE,NO,YES,NONE,NONE,NONE,ANKLE_ACHILLES,HIGH,LOW,"UNILATERAL_LOWER,CALF_ACHILLES","FATIGUE,HYPERTROPHY_VOLUME,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_b69ab702,크로스바디 해머 컬,근력운동,상완요골근/상완근,이두근/전완근,"덤벨, 무게*횟수",덤벨을 반대쪽 가슴 방향으로 들어 올린다. 팔 두께와 전완 보조 힘을 함께 기른다.,60,크로스바디_해머_컬,크로스바디 해머 컬,PRIMARY,1,ISOLATION,HYPERTROPHY,"CHEST,BICEPS,FOREARM",CORE,DUMBBELL,DUMBBELL,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GRIP_FOREARM,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,BICEPS_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,NONE,CHEST,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,GRIP_ENDURANCE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_b76d3f92,케이블 래터럴 레이즈,근력운동,측면삼각근,상부승모근/회전근개,"케이블, 무게*횟수",케이블을 옆으로 들어 측면삼각근을 수축한다. 덤벨보다 시작 구간 장력이 커서 가볍게 통제한다.,60,케이블_래터럴_레이즈,케이블 래터럴 레이즈,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"TRAPEZIUS,LATERAL_DELTOID,ROTATOR_CUFF,OBLIQUE",CORE,"DUMBBELL,CABLE","DUMBBELL,CABLE",HYBRID,BRACE,UPPER,FRONTAL,BILATERAL,NONE,"ANTI_ROTATION,ROTATOR_CUFF_CONTROL",,"COD_SUPPORT,ROTATOR_CUFF_SUPPORT","ANTI_ROTATION_STABILITY,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,ANTI_ROTATION","SHOULDER_ACCESSORY,SHOULDER_ISOLATION,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0,VOLUME_LOAD,CORE,SHOULDERS,NONE,SHOULDER_CARE,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,SHOULDER_DURABILITY",SHOULDER,HIGH,LOW,"ANTI_ROTATION,SHOULDER_CARE","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_b78a8f95,레그 익스텐션,근력운동,대퇴사두근,무릎안정근,"머신, 무게*횟수",무릎을 펴 대퇴사두근을 수축한다. 스쿼트 후 대퇴사두근 볼륨을 더할 때 가볍게 통제한다.,60,레그_익스텐션,레그 익스텐션,PRIMARY,1,ISOLATION,HYPERTROPHY,QUADRICEPS,CORE,"LEG_EXTENSION_MACHINE,MACHINE","LEG_EXTENSION_MACHINE,MACHINE",ISOLATION,BRACE,LOWER,SAGITTAL,BILATERAL,HIGH,KNEE_CONTROL,,,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE",SYSTEMIC,"LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0,VOLUME_LOAD,NONE,QUADS,NONE,NONE,NO,YES,NONE,NONE,NONE,KNEE,LOW,LOW,KNEE_CONTROL,"FATIGUE,HYPERTROPHY_VOLUME,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_badminton_lesson,배드민턴 레슨,스포츠,중강도,60분,시간,코치와 함께 셔틀을 치는 레슨 시간이다. 실제 플레이 시간만 기록해 배드민턴 수행량 기준으로 삼는다.,30,sport,sport,PRIMARY,1,LOCOMOTION,SKILL_DRILL,"QUADRICEPS,GLUTE,CALF,SHOULDER,CORE",CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,ACCELERATE,WHOLE_BODY,MULTI_PLANAR,UNILATERAL,NONE,,,,"FOOTWORK,CONDITIONING","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,BADMINTON_COURT",,MODERATE_LOAD,MEDIUM,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,QUALITY_BASED,NONE,SHOULDERS,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,RECOVERY_STEP","FOOTWORK_SPEED,CONDITIONING","SHOULDER,HIP,KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,SHOULDER_CARE,CALF_ACHILLES,HIP_STABILITY,KNEE_CONTROL","FATIGUE,BADMINTON_TRANSFER,BALANCE",SPORT_SESSION,FATIGUE_ONLY,HIGH,exercise_images/local_downloads/badminton.png,YES,,NO,NO
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,근력운동,전면삼각근/측면삼각근,삼두근/코어/견갑안정근,"덤벨, 무게*횟수","등받이 없는 덤벨 시티드 숄더프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 전면삼각근/측면삼각근이고, 삼두근/코어/견갑안정근이 흔들리지 않게 보조한다.",90,vertical_press,수직 프레스,PRIMARY,1.08,PUSH_VERTICAL,STRENGTH,"BACK,ANTERIOR_DELTOID,LATERAL_DELTOID,SHOULDER,SCAPULAR_STABILIZERS,TRICEPS,CORE",DEEP_CORE,DUMBBELL,DUMBBELL,COMPOUND,PUSH,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,SCAPULAR_STABILITY",,"COD_SUPPORT,TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT",SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION","UPPER_PUSH,SHOULDER_OVERHEAD","SHOULDER_ACCESSORY,SHOULDER_ISOLATION,ARM_ACCESSORY,TRICEPS_ISOLATION,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0,0,0.5,0,ESTIMATED_1RM,UPPER_PUSH_VERTICAL,BACK,OVERHEAD_PRESS,SHOULDER_CARE,YES,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,"SHOULDER,ELBOW",LOW,MODERATE,"UPPER_PUSH,SHOULDER_CARE,SCAPULAR_STABILITY","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_bc84eb7f,6방향 랜덤 콕줍기,기능성운동,랜덤반응/방향전환/감속/회복,셔틀콕/코트,시간 또는 반복,무작위로 놓이거나 지시된 6방향 셔틀콕을 줍고 중앙으로 회복한다. 실제 랠리처럼 반응과 풋워크 전환을 함께 훈련한다.,60,badminton_footwork,badminton footwork,PRIMARY,1,FOOTWORK,REACTIVE,CORE,DEEP_CORE,CONE_MARKER,CONE_MARKER,DRILL,ACCELERATE,TRUNK,MULTI_PLANAR,UNILATERAL,NONE,,"BADMINTON_FOOTWORK,CHANGE_OF_DIRECTION,COURT_CONDITIONING","DECELERATION_SUPPORT,COD_SUPPORT,BADMINTON_SUPPORT_LIGHT","FOOTWORK,REACTION,DECELERATION,CONDITIONING","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,DECELERATION","BADMINTON_COURT,DECELERATION",,MODERATE_LOAD,LONG,0.5,0.5,0.75,0.5,0.75,0,0,0,0,0,QUALITY_BASED,BADMINTON_TEST,CORE,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK_SPEED,FIRST_STEP_REACTION,DECELERATION_CONTROL,CONDITIONING","KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_bd072cd,스탠딩 카프 레이즈,근력운동,비복근/종아리,발목안정근,"머신 또는 덤벨, 무게*횟수",무릎을 편 상태에서 뒤꿈치를 들어 올려 종아리를 수축한다. 발목 강성과 점프·착지 보조 능력을 훈련한다.,60,스탠딩_카프_레이즈,스탠딩 카프 레이즈,PRIMARY,1,ISOLATION,HYPERTROPHY,CALF,CORE,"DUMBBELL,MACHINE","DUMBBELL,MACHINE",ISOLATION,BRACE,LOWER,SAGITTAL,BILATERAL,NONE,"KNEE_CONTROL,ANKLE_STABILITY,LANDING_STABILITY",,LANDING_SUPPORT|ANKLE_SSC_SUPPORT,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE",SQUAT_PATTERN,"SHOULDER_ACCESSORY,LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",PLYOMETRIC_JUMP,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0,VOLUME_LOAD,NONE,CALVES,NONE,NONE,NO,YES,NONE,NONE,NONE,ANKLE_ACHILLES,LOW,LOW,CALF_ACHILLES,"FATIGUE,HYPERTROPHY_VOLUME,BALANCE",TRAINING_EXERCISE,HISTORY_ONLY,HIGH,,NO,,NO,NO
ex_c1a81cb2,로프 해머 컬,근력운동,상완요골근/상완근,이두근/전완근,"케이블 로프, 무게*횟수",로프를 잡고 엄지가 위를 향한 채 컬한다. 케이블 장력으로 팔꿈치 굴곡을 일정하게 기록한다.,60,로프_해머_컬,로프 해머 컬,PRIMARY,1,ISOLATION,HYPERTROPHY,"BICEPS,FOREARM",CORE,CABLE,CABLE,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GRIP_FOREARM,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,BICEPS_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,NONE,ARMS,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,GRIP_ENDURANCE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_c1bf2aa8,안세영 참고 고강도 랠리 풋워크,기능성운동,반복스피드/수비전환/심폐,코트/파트너,시간,남자 선수들과의 고강도 훈련 공개 인터뷰를 참고한 항목이다. 긴 랠리 속에서 수비 후 공격 전환을 반복한다.,60,badminton_footwork,badminton footwork,PRIMARY,1,FOOTWORK,REACTIVE,CORE,DEEP_CORE,CONE_MARKER,CONE_MARKER,DRILL,ACCELERATE,TRUNK,MULTI_PLANAR,UNILATERAL,NONE,,,BADMINTON_SUPPORT_LIGHT,"FOOTWORK,REACTION,DECELERATION","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,DECELERATION","BADMINTON_COURT,DECELERATION",,MODERATE_LOAD,LONG,0.5,0.5,0.75,0.5,0.75,0,0,0,0,0,QUALITY_BASED,BADMINTON_TEST,CORE,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK_SPEED,FIRST_STEP_REACTION,DECELERATION_CONTROL","KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_c365e5e2,원암 스트레이트암 풀다운,근력운동,광배근,전거근/코어,"케이블, 한팔 무게*횟수",한 팔씩 팔을 편 상태로 아래로 당긴다. 몸통 회전을 막으며 광배근 수축 방향을 따로 확인한다.,60,vertical_pull,vertical pull,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"LAT,SCAPULAR_STABILIZERS,CORE,OBLIQUE",DEEP_CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,SAGITTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL",,TRUNK_CONTROL_SUPPORT,ANTI_ROTATION_STABILITY,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION",ANTI_ROTATION,"ARM_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0,VOLUME_LOAD,CORE,BACK,NONE,CORE_STABILITY,NO,YES,SUPPORTIVE,NONE,ANTI_ROTATION_STABILITY,,HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER,SCAPULAR_STABILITY","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_c4535de3,스캡 푸시업,기능성운동,전거근/견갑제어,맨몸,횟수,팔꿈치를 편 푸시업 자세에서 견갑골만 밀고 모은다. 푸시업과 프레스 전 견갑 고정 감각을 만든다.,30,스캡_푸시업,스캡 푸시업,PRIMARY,1,PUSH_HORIZONTAL,PREHAB,SCAPULAR_STABILIZERS,CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,PUSH,UPPER,TRANSVERSE,BILATERAL,LOW,SCAPULAR_STABILITY,,SHOULDER_STABILITY_SUPPORT,SHOULDER_CARE,"LOCAL_MUSCLE,OVERHEAD_REPETITION,LOW_FATIGUE_REHAB","UPPER_PUSH,SHOULDER_OVERHEAD,RECOVERY_LOW_LOAD","SHOULDER_ACCESSORY,ARM_ACCESSORY,HYPERTROPHY_ACCESSORY",LOW_LOAD,MINIMAL,0,0,0,0.25,0,0,0,0,0.5,0,NOT_PROGRESS_TARGET,UPPER_PUSH_HORIZONTAL,CHEST,BENCH_PRESS,SHOULDER_CARE,NO,NO,SUPPORTIVE,NONE,SHOULDER_DURABILITY,,LOW,LOW,"UPPER_PUSH,SCAPULAR_STABILITY","BADMINTON_TRANSFER,BALANCE,RECOVERY_ONLY",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_c4ea0a2a,스킵 바운드,기능성운동,수평탄성/둔근파워/리듬,맨몸/트랙,거리 또는 횟수,스킵보다 길게 떠서 전진하되 착지는 조용하게 한다. 초보자는 낮은 볼륨으로 탄성 감각만 확인한다.,45,스킵_바운드,스킵 바운드,PRIMARY,1,JUMP,PLYOMETRIC,GLUTE,CORE,"CONE_MARKER,BODYWEIGHT","CONE_MARKER,BODYWEIGHT",COMPOUND,LAND,LOWER,SAGITTAL,UNILATERAL,NONE,"HIP_STABILITY,LANDING_STABILITY",,"LANDING_SUPPORT,HIP_STABILITY_SUPPORT",JUMP_LANDING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,ELASTIC_SSC","BADMINTON_COURT,ELASTIC_SSC","POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",PLYOMETRIC_JUMP,LONG,0.5,0.5,0.5,0.5,0,0.75,0,0,0,0,QUALITY_BASED,NONE,GLUTES,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"JUMP_LANDING,RECOVERY_STEP",JUMP_LANDING_CONTROL,"HIP,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,HIP_STABILITY,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_c5043892,프론트 스쿼트,근력운동,대퇴사두근/코어,둔근/상부등,"바벨, 무게*횟수",바벨을 앞쪽 어깨에 올리고 스쿼트한다. 상체를 세운 자세로 대퇴사두근과 코어를 함께 훈련한다.,120,squat,스쿼트,PRIMARY,0.88,SQUAT,STRENGTH,"BACK,SHOULDER,QUADRICEPS,GLUTE,CORE",DEEP_CORE,BARBELL,BARBELL,COMPOUND,SQUAT,WHOLE_BODY,SAGITTAL,BILATERAL,HIGH,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT",SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN,SHOULDER_OVERHEAD","SHOULDER_ACCESSORY,BACK_ACCESSORY,LEG_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0.5,0,ESTIMATED_1RM,SQUAT,BACK,SQUAT,SHOULDER_CARE,YES,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,"SHOULDER,HIP,KNEE",LOW,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,SHOULDER_CARE,HIP_STABILITY,KNEE_CONTROL","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_c536edc2,원암 케이블 숄더프레스,근력운동,전면삼각근/측면삼각근,삼두근/코어/회전근개,"케이블, 한팔 무게*횟수",케이블 저항을 한 팔로 위로 민다. 저항 방향이 흔들리므로 어깨와 몸통 안정성을 함께 요구한다.,75,vertical_press,수직 프레스,PRIMARY,1.1,PUSH_VERTICAL,STRENGTH,"ANTERIOR_DELTOID,LATERAL_DELTOID,SHOULDER,ROTATOR_CUFF,TRICEPS,CORE,DEEP_CORE,OBLIQUE",DEEP_CORE,CABLE,CABLE,COMPOUND,PUSH,UPPER,SAGITTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL,ROTATOR_CUFF_CONTROL",,"COD_SUPPORT,TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT,ROTATOR_CUFF_SUPPORT",SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION","UPPER_PUSH,SHOULDER_OVERHEAD","SHOULDER_ACCESSORY,SHOULDER_ISOLATION,ARM_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0,0,0.5,0,ESTIMATED_1RM,UPPER_PUSH_VERTICAL,SHOULDERS,OVERHEAD_PRESS,SHOULDER_CARE,YES,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,"SHOULDER,ELBOW",HIGH,MODERATE,"UPPER_PUSH,UNILATERAL_UPPER,SHOULDER_CARE,SCAPULAR_STABILITY","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_c5c2fdef,스트라이드,기능성운동,러닝기술/가속/리듬,트랙 또는 평지,거리 또는 시간,짧은 거리에서 70~85% 속도로 부드럽게 가속한다. 전력질주가 아니라 자세와 리듬을 확인하는 드릴이다.,60,스트라이드,스트라이드,PRIMARY,1,LOCOMOTION,SPEED,CORE,DEEP_CORE,CONE_MARKER,CONE_MARKER,COMPOUND,ACCELERATE,TRUNK,SAGITTAL,UNILATERAL,NONE,,,,CONDITIONING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE",BADMINTON_COURT,,MODERATE_LOAD,MEDIUM,0.5,0.5,0.75,0.5,0,0,0,0,0,0,TIME_OR_DISTANCE,NONE,CORE,NONE,BADMINTON_SUPPORT,NO,NO,GENERAL,RECOVERY_STEP,CONDITIONING,,HIGH,LOW,UNILATERAL_LOWER,"FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
