"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","estimatedFamilyConfidence","estimateReason","missingDetailedMuscleTag","missingMuscleContribution","missingProgramSlot","missingRedundancyGroup","suspiciousSportSessionProgramSelectable","badmintonDirectPlayConflict","highAxialPlyometricDecelerationConflict","sourceIdIssue","sourceIds","automaticFixPossible","manualReviewRequired","manualReviewReasons"
"킥스탠스 RDL","ex_885b629","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","DEADLIFT_HINGE_VARIANTS","HIGH","hinge structured metadata","GLUTE_MAX, HAMSTRINGS, ERECTOR_SPINAE | secondary: LATISSIMUS_DORSI, GRIP_FLEXORS, TRAPEZIUS_MIDDLE, DEEP_CORE | stabilizers: GLUTE_MED_MIN, OBLIQUES, RHOMBOIDS","GLUTE_MAX 0.25, HAMSTRINGS 0.25, ERECTOR_SPINAE 0.20, LATISSIMUS_DORSI 0.08, GRIP_FLEXORS 0.07, DEEP_CORE 0.07, TRAPEZIUS_MIDDLE 0.04, GLUTE_MED_MIN 0.04","MAIN_HINGE_STRENGTH or POSTERIOR_CHAIN_ACCESSORY","HEAVY_HINGE","NO","NO","NO","NO","A_OPENSTAX_11_6|C_DEADLIFT_EMG_PMC7046193|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
"트라이셉스 푸시다운","ex_fa570291","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"파이크 푸시업","ex_3caa236b","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","HIGH","vertical push structured metadata","ANTERIOR_DELTOID, LATERAL_DELTOID, TRICEPS_BRACHII | secondary: PECTORALIS_MAJOR_CLAVICULAR, SERRATUS_ANTERIOR, TRAPEZIUS_UPPER | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, TRAPEZIUS_LOWER, DEEP_CORE, OBLIQUES","ANTERIOR_DELTOID 0.25, LATERAL_DELTOID 0.15, TRICEPS_BRACHII 0.20, PECTORALIS_MAJOR_CLAVICULAR 0.08, SERRATUS_ANTERIOR 0.08, TRAPEZIUS_UPPER 0.06, ROTATOR_CUFF_EXTERNAL 0.06, ROTATOR_CUFF_INTERNAL 0.04, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.04","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"페이스풀","face_pull","category=근력운동; movement_category=ACCESSORY; force_type=PULL; movement_pattern=SHOULDER_HORIZONTAL_ABDUCTION|REAR_DELTOID_ISOLATION|SHOULDER_ACCESSORY|SCAPULAR_RETRACTION|EXTERNAL_ROTATION_SUPPORT","ROW_VARIANTS","HIGH","horizontal pull structured metadata","LATISSIMUS_DORSI, RHOMBOIDS, TRAPEZIUS_MIDDLE | secondary: POSTERIOR_DELTOID, BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS | stabilizers: TRAPEZIUS_LOWER, ROTATOR_CUFF_EXTERNAL, GRIP_FLEXORS, DEEP_CORE, OBLIQUES","LATISSIMUS_DORSI 0.25, RHOMBOIDS 0.15, TRAPEZIUS_MIDDLE 0.15, POSTERIOR_DELTOID 0.12, BICEPS_BRACHII 0.10, BRACHIALIS 0.05, BRACHIORADIALIS 0.04, GRIP_FLEXORS 0.05, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.03, OBLIQUES 0.02","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|C_INVERTED_ROW_EMG_SNARR_ESCO_2013|D_SCAP_ROTATOR_CUFF_PMC2857390","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW"
"푸시업","ex_28902b13","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"풀업","pull_up","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","HIGH","vertical pull structured metadata","LATISSIMUS_DORSI, TERES_MAJOR | secondary: BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS, TRAPEZIUS_LOWER, TRAPEZIUS_MIDDLE | stabilizers: GRIP_FLEXORS, DEEP_CORE, ROTATOR_CUFF_EXTERNAL","LATISSIMUS_DORSI 0.32, TERES_MAJOR 0.10, BICEPS_BRACHII 0.14, BRACHIALIS 0.07, BRACHIORADIALIS 0.06, TRAPEZIUS_LOWER 0.08, TRAPEZIUS_MIDDLE 0.06, GRIP_FLEXORS 0.08, DEEP_CORE 0.05, ROTATOR_CUFF_EXTERNAL 0.04","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"프론트 스쿼트","ex_c5043892","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","HIGH_AXIAL_REVIEW","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW"
"프론트풋 엘리베이티드 스플릿 스쿼트","ex_7ce96a7a","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","HIGH","lunge/split-squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, HIP_ADDUCTORS, GASTROCNEMIUS, SOLEUS | stabilizers: GLUTE_MED_MIN, DEEP_CORE, OBLIQUES, TIBIALIS_ANTERIOR","QUADRICEPS 0.25, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.10, HIP_ADDUCTORS 0.08, GASTROCNEMIUS 0.05, SOLEUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.04, OBLIQUES 0.03","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"프리처 컬","ex_e994008a","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"플랫 덤벨 플라이","ex_91b749b3","category=근력운동; movement_category=ACCESSORY; force_type=PUSH; movement_pattern=CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","CHEST_ISOLATION_REVIEW","MEDIUM","chest fly subtype; bench family needs manual subtype review","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"할로우 바디 홀드","ex_2a826c82","category=근력운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_EXTENSION|ANTERIOR_CORE","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","HIGH","anti-extension/core control subtype token","DEEP_CORE, OBLIQUES, RECTUS_ABDOMINIS | secondary: GLUTE_MAX, GLUTE_MED_MIN, SERRATUS_ANTERIOR | stabilizers: ERECTOR_SPINAE, ROTATOR_CUFF_EXTERNAL, HIP_ADDUCTORS","DEEP_CORE 0.30, OBLIQUES 0.25, RECTUS_ABDOMINIS 0.15, GLUTE_MED_MIN 0.08, GLUTE_MAX 0.07, SERRATUS_ANTERIOR 0.05, ERECTOR_SPINAE 0.05, HIP_ADDUCTORS 0.05","CORE_STABILITY","TRUNK_ANTI_MOVEMENT","NO","NO","NO","NO","A_OPENSTAX_10_2|E_CORE_BADMINTON_META_PMC11168634","YES_TEMPLATE_DEFAULTS","NO",""
"해머 컬","ex_2892da5a","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"핵 스쿼트","ex_e9e97659","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","SQUAT_VARIANTS","HIGH","squat subtype before broad knee-dominant mapping","QUADRICEPS, RECTUS_FEMORIS, GLUTE_MAX | secondary: HAMSTRINGS, ERECTOR_SPINAE, GLUTE_MED_MIN | stabilizers: DEEP_CORE, OBLIQUES, HIP_ADDUCTORS","QUADRICEPS 0.30, RECTUS_FEMORIS 0.10, GLUTE_MAX 0.25, HAMSTRINGS 0.08, ERECTOR_SPINAE 0.10, DEEP_CORE 0.07, GLUTE_MED_MIN 0.05, HIP_ADDUCTORS 0.05","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","NO","NO","HIGH_AXIAL_REVIEW","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW"
"핸드스탠드 푸시업","ex_fa2e73b3","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","HIGH","vertical push structured metadata","ANTERIOR_DELTOID, LATERAL_DELTOID, TRICEPS_BRACHII | secondary: PECTORALIS_MAJOR_CLAVICULAR, SERRATUS_ANTERIOR, TRAPEZIUS_UPPER | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, TRAPEZIUS_LOWER, DEEP_CORE, OBLIQUES","ANTERIOR_DELTOID 0.25, LATERAL_DELTOID 0.15, TRICEPS_BRACHII 0.20, PECTORALIS_MAJOR_CLAVICULAR 0.08, SERRATUS_ANTERIOR 0.08, TRAPEZIUS_UPPER 0.06, ROTATOR_CUFF_EXTERNAL 0.06, ROTATOR_CUFF_INTERNAL 0.04, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.04","VERTICAL_PUSH_STRENGTH","VERTICAL_PUSH_OVERHEAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"행잉 레그 레이즈","ex_b3f447be","category=근력운동; movement_category=ACCESSORY; force_type=CORE; movement_pattern=CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","MEDIUM","core structured metadata","DEEP_CORE, OBLIQUES, RECTUS_ABDOMINIS | secondary: GLUTE_MAX, GLUTE_MED_MIN, SERRATUS_ANTERIOR | stabilizers: ERECTOR_SPINAE, ROTATOR_CUFF_EXTERNAL, HIP_ADDUCTORS","DEEP_CORE 0.30, OBLIQUES 0.25, RECTUS_ABDOMINIS 0.15, GLUTE_MED_MIN 0.08, GLUTE_MAX 0.07, SERRATUS_ANTERIOR 0.05, ERECTOR_SPINAE 0.05, HIP_ADDUCTORS 0.05","CORE_STABILITY","TRUNK_ANTI_MOVEMENT","NO","NO","NO","NO","A_OPENSTAX_10_2|E_CORE_BADMINTON_META_PMC11168634","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE"
"힙 쓰러스트","ex_721f7b5b","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HIGH","hip extension / glute strength structured metadata","GLUTE_MAX | secondary: HAMSTRINGS, GLUTE_MED_MIN, HIP_ADDUCTORS | stabilizers: DEEP_CORE, OBLIQUES","GLUTE_MAX 0.45, HAMSTRINGS 0.15, GLUTE_MED_MIN 0.12, HIP_ADDUCTORS 0.08, DEEP_CORE 0.10, OBLIQUES 0.05, QUADRICEPS 0.05","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_REHAB_EMG_PMC3201064","C_HIP_THRUST_REVIEW_PMC6544005|C_GLUTE_MAX_REVIEW_PMC7039033|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"힙 어덕션","ex_eaea872c","category=근력운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_STRENGTH_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","MEDIUM","mobility/recovery/prehab structured metadata","target region only if clear | secondary: stabilizers or blank | stabilizers: mobility/stability target","NONE for hypertrophy-style contribution; use mobility/stability target tags","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"힙 어브덕션","ex_728da646","category=근력운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|GLUTE_MED_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","MEDIUM","mobility/recovery/prehab structured metadata","target region only if clear | secondary: stabilizers or blank | stabilizers: mobility/stability target","NONE for hypertrophy-style contribution; use mobility/stability target tags","WARMUP_RECOVERY","RECOVERY_LOW_LOAD","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","A_OPENSTAX_10_2|D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"30초 반복 스매시 테스트","ex_91d8430b","category=기능성운동; movement_category=SPORT_SPECIFIC; force_type=POWER; movement_pattern=BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY","BADMINTON_OVERHEAD_POWER_TEST_REVIEW","MEDIUM","badminton overhead or skill-test row; not court footwork","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"6방향 랜덤 콕줍기","ex_bc84eb7f","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"6코너 섀도우 풋워크","ex_33841b88","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"6코너 풋워크 최대반복 테스트","ex_c7977dfd","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","HIGH","badminton court footwork/reaction row; deceleration is a stress flag, not family","GLUTE_MAX, GLUTE_MED_MIN, QUADRICEPS, GASTROCNEMIUS, SOLEUS | secondary: HAMSTRINGS, HIP_ADDUCTORS, TIBIALIS_ANTERIOR, DEEP_CORE | stabilizers: OBLIQUES","GLUTE_MAX 0.15, GLUTE_MED_MIN 0.12, QUADRICEPS 0.18, GASTROCNEMIUS 0.12, SOLEUS 0.10, HAMSTRINGS 0.08, HIP_ADDUCTORS 0.10, TIBIALIS_ANTERIOR 0.05, DEEP_CORE 0.06, OBLIQUES 0.04","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","NO","NO","DECELERATION_REVIEW","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","E_BWF_COACH_EDUCATION|E_BADMINTON_LUNGE_PMC7648456|B_NSCA_DECELERATION_RESOURCE","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW"
"A스킵","ex_a12de111","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_MECHANICS_SUPPORT_REVIEW","MEDIUM","running mechanics support drill; not direct badminton footwork","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"B스킵","ex_a12de4d2","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HAMSTRING_SWING","RUNNING_MECHANICS_SUPPORT_REVIEW","MEDIUM","running mechanics support drill; not direct badminton footwork","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
